618.589714,56.416389,59.903447,45.493226,59.979796,31.535819,78.334304,42.327556,29.186737,62.50682
618.533509,56.408717,59.904388,45.494549,59.954634,31.542199,78.32564,42.306753,29.203253,62.487866
616.366947,56.37678,59.654963,45.387282,59.648528,31.491941,78.156801,42.262257,28.949552,62.439893
614.649172,56.482617,59.573406,45.241076,59.443629,31.524013,77.75755,42.177708,28.940202,62.259349
613.703435,56.42457,59.519939,44.947724,59.356068,31.468557,77.818903,42.052876,28.867854,62.084467
611.71635,56.390155,59.267191,44.926557,58.960808,31.387325,77.56371,41.793214,29.01719,61.71528
610.349665,56.161121,59.132798,44.848922,58.598991,31.334642,77.473801,41.771452,29.193048,61.534397
612.313899,56.182203,59.180666,44.921132,58.692295,31.486327,77.81702,41.778736,29.674233,61.688374
613.556947,55.66639,59.41478,44.948489,58.875906,31.472638,78.217927,41.621201,29.688836,61.804263
613.219275,55.723094,59.37202,45.041535,58.714987,31.422121,78.209593,41.446098,29.779875,61.73417
614.707264,56.015893,59.468564,45.324072,58.703373,31.627939,78.336746,41.777926,29.84437,61.951675
620.155835,56.209605,59.917591,45.567764,59.478744,31.843796,78.960934,42.426196,30.072248,62.583217
616.782797,56.296421,59.441857,45.412667,58.948332,31.767997,78.567458,42.348502,29.923661,62.385312
615.692053,56.710555,59.116023,45.238821,58.725935,31.851286,78.475716,42.322307,29.898402,62.190432
610.963511,56.668955,58.581164,44.988385,58.119832,31.719121,77.714163,42.173511,29.649182,61.665756
607.893112,56.866213,58.238443,44.997479,57.464799,31.728643,77.408906,42.123995,29.227519,61.862313
596.211848,56.782432,56.892467,44.546989,55.775692,31.48765,75.514539,41.893287,28.732328,60.873129
599.057516,56.941184,57.268132,44.695303,55.945821,31.539079,75.982594,42.15118,28.946767,61.367888
601.371686,57.030754,57.281735,44.768307,56.439831,31.500767,76.547432,42.702375,28.728547,61.592689
602.496395,57.436866,57.354953,45.134597,56.478052,31.756795,76.691974,42.995483,28.487625,61.463315
604.274718,57.403826,57.533568,45.494137,56.710321,31.965637,76.767014,43.306944,28.542812,61.766671
609.785553,57.079699,57.780332,45.721984,58.692497,32.178359,77.670766,43.102074,28.316453,61.886586
608.263304,56.727543,57.249461,45.517551,58.84958,32.430677,77.378323,43.200358,28.097977,62.029244
608.819563,56.814015,57.507015,45.517579,58.644188,32.463044,77.451719,43.058291,28.340934,62.109461
609.7283,56.892173,57.707308,45.667216,58.546102,32.547618,77.25977,43.088331,28.543957,62.506191
612.780506,57.140771,57.957514,45.87014,58.849117,32.729981,77.366483,43.771678,28.723436,63.006943
617.426369,57.325071,58.412893,46.145863,59.384934,33.039324,77.851813,44.155208,29.092983,63.397833
615.85148,57.151526,58.406461,46.194325,59.217435,32.855347,77.546739,44.105589,28.967165,63.311934
613.66937,57.114794,58.354993,46.002228,58.787323,32.814439,77.199273,43.93911,29.107376,62.965993
613.567645,57.090472,58.281404,45.961014,58.757023,32.819622,77.11465,43.924446,29.235175,62.865466
616.757225,57.223223,58.535647,46.25993,59.209014,32.882778,77.544764,44.011975,29.379128,63.197556
616.857394,57.39598,58.626459,46.188504,59.187694,32.791421,77.797844,43.736926,29.366125,63.05899
615.320879,57.437274,58.309767,46.163965,59.052137,32.817976,77.311907,43.734082,29.296142,63.099807
616.628359,57.640766,58.288762,46.206592,59.326383,32.840709,77.431591,43.873798,29.314365,63.353806
617.216359,57.702072,58.149632,46.432479,59.439816,32.861872,77.523107,43.561358,29.506716,63.504894
616.724335,57.670086,58.080544,46.335899,59.49255,32.935758,77.575133,43.218792,29.222498,63.781266
617.15623,57.69021,58.123188,46.332134,59.53486,32.970463,77.598447,43.087195,29.298106,63.952889
616.858027,58.023401,58.145261,46.302243,59.413196,32.957799,77.494627,42.872823,29.327496,63.884296
